0.042;0.40399999999999997;0.18;0.054000000000000006;0.78
0.042;0.307;0.21;0.054000000000000006;0.78
0.075;0.318;0.28;0.06;0.78
0.075;0.35200000000000004;0.26;0.06;0.78
0.075;0.379;0.25;0.06;0.78
0.075;0.406;0.24;0.06;0.78
0.075;0.434;0.22;0.06;0.78
0.075;0.447;0.21;0.059000000000000004;0.78
0.075;0.45;0.2;0.059000000000000004;0.78
0.075;0.452;0.2;0.059000000000000004;0.78
0.075;0.456;0.2;0.059000000000000004;0.78
0.075;0.456;0.19;0.059000000000000004;0.78
0.075;0.456;0.19;0.059000000000000004;0.78
0.075;0.444;0.19;0.059000000000000004;0.78
0.075;0.41;0.19;0.059000000000000004;0.78
0.075;0.353;0.2;0.059000000000000004;0.78
0.09667;0.37200000000000005;0.25;0.052000000000000005;0.78
0.09667;0.392;0.24;0.052000000000000005;0.78
0.09667;0.414;0.22;0.052000000000000005;0.78
0.09667;0.423;0.22;0.052000000000000005;0.78
0.09667;0.418;0.21;0.052000000000000005;0.78
0.09667;0.337;0.22;0.052000000000000005;0.78
0.084;0.332;0.26;0.052000000000000005;0.77
0.084;0.35100000000000003;0.24;0.052000000000000005;0.77
0.084;0.33399999999999996;0.24;0.052000000000000005;0.77
0.084;0.309;0.25;0.053;0.78
0.084;0.32799999999999996;0.24;0.053;0.78
0.084;0.335;0.24;0.053;0.78
0.084;0.34299999999999997;0.23;0.053;0.78
0.084;0.35200000000000004;0.22;0.053;0.78
0.084;0.355;0.22;0.053;0.78
0.084;0.355;0.22;0.053;0.78
0.084;0.35700000000000004;0.22;0.053;0.78
0.084;0.359;0.22;0.053;0.78
0.084;0.359;0.22;0.053;0.77
0.084;0.359;0.21;0.053;0.77
0.084;0.34700000000000003;0.21;0.053;0.77
0.084;0.313;0.22;0.053;0.77
0.01744;0.316;0.26;0.053;0.78
0.01744;0.32799999999999996;0.25;0.053;0.78
0.01744;0.33;0.25;0.053;0.78
0.01744;0.335;0.24;0.053;0.78
0.01744;0.337;0.24;0.053;0.78
0.01744;0.33899999999999997;0.23;0.054000000000000006;0.78
0.01744;0.34;0.23;0.054000000000000006;0.78
0.01744;0.34;0.23;0.054000000000000006;0.78
0.01744;0.342;0.23;0.054000000000000006;0.78
0.01744;0.344;0.22;0.054000000000000006;0.78
0.01744;0.342;0.22;0.054000000000000006;0.78
0.01744;0.342;0.22;0.054000000000000006;0.78
0.01744;0.342;0.22;0.054000000000000006;0.78
0.01744;0.342;0.22;0.054000000000000006;0.78
0.01744;0.32799999999999996;0.22;0.054000000000000006;0.78
0.01744;0.308;0.22;0.054000000000000006;0.78
0.01313;0.311;0.26;0.057;0.78
0.01313;0.321;0.25;0.057;0.78
0.01313;0.32299999999999995;0.25;0.057999999999999996;0.78
0.01313;0.327;0.25;0.057999999999999996;0.78
0.01313;0.33;0.24;0.057999999999999996;0.78
0.01313;0.332;0.24;0.057999999999999996;0.78
0.01313;0.335;0.24;0.057999999999999996;0.78
0.01313;0.335;0.24;0.057999999999999996;0.78
0.01313;0.335;0.23;0.057999999999999996;0.78
0.01313;0.335;0.23;0.057999999999999996;0.78
0.01313;0.337;0.23;0.059000000000000004;0.78
0.01313;0.336;0.23;0.059000000000000004;0.78
0.01313;0.335;0.23;0.059000000000000004;0.78
0.01313;0.337;0.23;0.059000000000000004;0.78
0.01313;0.32799999999999996;0.22;0.057999999999999996;0.77
0.024;0.321;0.26;0.06;0.78
0.024;0.32799999999999996;0.25;0.06;0.78
0.024;0.33299999999999996;0.25;0.06;0.78
0.024;0.337;0.25;0.059000000000000004;0.78
0.024;0.33799999999999997;0.24;0.059000000000000004;0.78
0.024;0.34;0.24;0.059000000000000004;0.78
0.024;0.34299999999999997;0.24;0.059000000000000004;0.78
0.024;0.34299999999999997;0.23;0.059000000000000004;0.78
0.024;0.34299999999999997;0.23;0.059000000000000004;0.78
0.024;0.336;0.23;0.059000000000000004;0.78
0.02333;0.311;0.26;0.051;0.78
0.02333;0.318;0.25;0.051;0.78
0.02333;0.325;0.25;0.051;0.78
0.02333;0.33;0.24;0.051;0.78
0.02333;0.33399999999999996;0.23;0.051;0.78
0.02333;0.335;0.23;0.051;0.78
0.02333;0.336;0.23;0.051;0.78
0.02333;0.337;0.23;0.051;0.78
0.02333;0.33799999999999997;0.23;0.052000000000000005;0.78
0.02333;0.33799999999999997;0.23;0.052000000000000005;0.78
0.02333;0.337;0.22;0.052000000000000005;0.78
0.02333;0.33899999999999997;0.22;0.052000000000000005;0.78
0.02333;0.33799999999999997;0.22;0.052000000000000005;0.78
0.02333;0.33899999999999997;0.22;0.052000000000000005;0.78
0.02333;0.33899999999999997;0.22;0.052000000000000005;0.78
0.02333;0.33799999999999997;0.22;0.052000000000000005;0.78
0.02333;0.33799999999999997;0.22;0.052000000000000005;0.78
0.02333;0.327;0.22;0.052000000000000005;0.78
0.02333;0.307;0.24;0.053;0.78
0.02333;0.315;0.24;0.053;0.78
0.02154;0.305;0.25;0.053;0.77
0.02154;0.317;0.25;0.053;0.77
0.02154;0.307;0.24;0.053;0.77
